,Type,Studio,Tags,Rating,Release_year
9936,TV   ,Passione,"Action, Ecchi, Harem, Coworkers, Trains, Tsundere, Work Life, Based on a Light Novel, Nudity",3.23,2014.0
9937,Movie,Sanrio,"Fantasy, Family Friendly, Island, Shorts, War",3.23,1977.0
9942,Movie,Toei Animation,"Action, Shounen, Aliens, Androids, Hand to Hand Combat, Martial Arts, Robots, Superpowers, Based on a Manga",3.23,1994.0
9945,TV   ,Nippon Animation,"Adventure, Europe, Historical, Medieval",3.23,1984.0
9947,TV   ,J.C.Staff,"Comedy, Mystery, Detectives, Sherlock Holmes",3.23,2010.0
9949,TV   ,Studio DEEN,"Comedy, Ecchi, Harem, Seinen, Buddhism, Ghost Hunters, Magic, Panty Shots, Based on a Manga",3.23,2005.0
9950,TV   ,Studio DEEN,"Drama, Romance, Age Gap, Doctors, Episodic, Unrequited Love, Based on a Visual Novel",3.23,2004.0
9956,TV   ,AIC Spirits,"Comedy, Samurai, Based on a Video Game",3.23,2006.0
9957,TV   ,Studio DEEN,"Fantasy, GL, Romance, Shoujo-ai, Supernatural, Based on an Eroge, Based on a Visual Novel, Violence",3.23,2003.0
9959,TV   ,SATELIGHT,"Fantasy, Archery, Contemporary Fantasy, Environmental, Lifestyle Change, Superpowers, Urban Fantasy, Original Work",3.23,2001.0
9969,Movie,Ashi Productions,"Action, Sci Fi, Superheroes, Original Work",3.23,1990.0
9972,TV   ,Fanworks,"Adventure, Comedy, Sci Fi, Aliens, Short Episodes, Based on a Mobile Game",3.23,2017.0
9974,TV   ,Dwarf,"Family Friendly, Short Episodes, Stop Motion Animation",3.23,2008.0
9976,TV   ,MADHOUSE,"Action, Comedy, Ninja, Reincarnation, Samurai, Swordplay, Original Work",3.23,1999.0
9977,Movie,TAKUNBOX,Shorts,3.23,2010.0
9980,TV   ,Toei Animation,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monster-of-the-week, Monsters",3.23,2011.0
9981,TV   ,Pierrot,"Magical Girl, Age Transformation, Henshin Heroes, Magic, Original Work",3.23,1984.0
9985,TV   ,Hal Film Maker,"Comedy, Ecchi, Shounen, Based on a Manga",3.23,2008.0
9987,TV   ,LIDEN FILMS,"Comedy, Slice of Life, Androids, Idols, Music, Non-Human Protagonists, Robots, Short Episodes, Showbiz, Vocaloid, Original Work",3.23,2015.0
9993,TV   ,SILVER LINK.,"Drama, Fantasy, GL, Shoujo-ai, Animal Transformation, Bears, Conspiracy, LGBT Themes, Non-Human Protagonists, Original Work, Nudity,, Sexual Content",3.23,2015.0
9994,TV   ,E&G Films,"Adventure, Sci Fi, Outer Space, Based on a Novel",3.23,1992.0
9998,Movie,OLM,"Fantasy, Family Friendly",3.23,2017.0
10008,TV   ,Yokohama Animation Lab,"Action, Fantasy, Based on a Mobile Game",3.23,2020.0
10009,TV   ,EMT Squared,"Action, Drama, Fantasy, Romance, Seinen, Assassins, Magic, Nobility, Secret Identity, Student-Teacher Relationship, Tutors, Based on a Light Novel, Violence",3.23,2019.0
10019,TV   ,Tsuburaya Productions,"Adventure, Sci Fi, Family Friendly, Kaijuu, Monsters, Superheroes, Tokusatsu",3.23,1991.0
10023,TV   ,Radix Ace Entertainment,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Cartoon",3.23,2000.0
10031,TV   ,Sparky Animation,"Animal Protagonists, Countryside, Family Friendly, Non-Human Protagonists, Based on a Novel, CG Animation",3.23,2012.0
10034,TV   ,Steve N' Steven,"Animal Protagonists, Dogs, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Novel",3.22,2014.0
10037,TV   ,AIC,"Comedy, Ecchi, Harem, School Life, Based on a Light Novel, Sexual Content",3.22,2011.0
10038,Movie,Ekura Animal,"Drama, Countryside, Based on a Novel",3.22,1994.0
10040,TV   ,Studio A-Cat,"Slice of Life, Chibi, Music, Short Episodes",3.22,2018.0
10042,TV   ,Tatsunoko Production,"Comedy, Fantasy, Magic, Original Work",3.22,2001.0
10043,TV   ,LIDEN FILMS,"Fantasy, Contemporary Fantasy, Hotels and Inns, Idols, Short Episodes, Original Work",3.22,2021.0
10044,TV   ,SHAFT,"Action, Fantasy, Sci Fi, Magic, Proxy Battles, Virtual Reality, Based on a Video Game, Violence",3.22,2018.0
10051,TV   ,Group TAC,"Comedy, Seinen, Trains, Based on a Manga",3.22,2007.0
10052,TV   ,G.CMay Animation & Film,"Drama, Romance, Arranged Marriage, CEOs, Chinese Animation, Short Episodes, Based on a Web Novel",3.22,2016.0
10054,TV   ,OLM,"Romance, Androids, Love Triangle, Robots, School Life, Based on an Eroge, Based on a Visual Novel",3.22,1999.0
10069,TV   ,Spring 2002,"Comedy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Video Game, CG Animation",3.22,2002.0
10073,TV   ,OLM,"Comedy, Fantasy, Sci Fi, Slice of Life, Aliens, Family Friendly, Short Episodes, Based on a Manga",3.22,2017.0
10076,TV   ,Tokyo Kids,"Adventure, Shounen, Anthropomorphic, Short Episodes, Trains",3.22,1997.0
10081,TV   ,Eiken,"Adventure, Drama, Animal Protagonists, Non-Human Protagonists, Ocean",3.22,1975.0
10083,TV   ,Mushi Production,"Adventure, Comedy, Fantasy, Slice of Life, Animal Protagonists, Non-Human Protagonists, World Masterpiece Theater, Based on a Novel",3.22,1972.0
10085,TV   ,SANZIGEN,"Comedy, Animal Protagonists, Non-Human Protagonists, Short Episodes, Based on a Manga, CG Animation",3.22,2015.0
10092,TV   ,Tatsunoko Production,"Historical, War, World War 2",3.22,1971.0
10094,TV   ,Millepensee,"Comedy, Shounen, Gag, School Club, School Life, Short Episodes, Based on a Manga",3.22,2016.0
10100,TV   ,ARMS,"Action, Ecchi, Fantasy, Borderline H, Panty Shots, Explicit Sex",3.22,2009.0
10106,TV   ,TYO Animations,Comedy,3.22,2013.0
10107,Movie,Toei Animation,"Mecha, Sci Fi, Crossover, Super Robot",3.22,1976.0
10109,TV   ,Synergy SP,"Action, Adventure, Fantasy, Shounen, Proxy Battles, Short Episodes",3.22,2011.0
10110,Movie,Tezuka Productions,"Sci Fi, Based on a Manga",3.22,1980.0
10116,TV   ,Studio DEEN,"Comedy, Short Episodes, Based on a Picture Book",3.22,2016.0
10120,TV   ,Tele-Cartoon Japan,"Adventure, Black and White, Island, Survival, Original Work",3.22,1967.0
10121,TV   ,Toei Animation,"Comedy, Shounen, Slice of Life, Family Friendly, Ghosts, Supernatural, Based on a Manga",3.22,1969.0
10122,TV   ,Tatsunoko Production,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monsters, Proxy Battles, Based on a Manga",3.22,2009.0
10123,TV   ,Synergy SP,"Action, Adventure, Fantasy, Shounen, Family Friendly, Short Episodes, Based on a Manga, Based on a Video Game",3.22,2012.0
10124,TV   ,Studio DEEN,"Horror, Episodic, Supernatural, Based on a Manga",3.22,2018.0
10132,TV   ,J.C.Staff,"Action, Comedy, Drama, Gangs, Mafia, Superpowers, Based on an Otome Game, Based on a Visual Novel",3.22,2012.0
10135,TV   ,Fanworks,"Comedy, Family Friendly, Ghosts, Non-Human Protagonists, Short Episodes, Supernatural, Based on a Picture Book",3.22,2020.0
10137,TV   ,GoHands,"Action, Sci Fi, Seinen, Environmental, Military, Post-apocalyptic, Based on a Manga",3.22,2013.0
10145,TV   ,Tatsunoko Production,"Sports, Martial Arts, Revenge, Based on a Manga, Nudity",3.22,1969.0
10148,TV   ,Studio DEEN,"Drama, School Club, School Life, Based on a Light Novel",3.22,2017.0
10151,TV   ,Ascension,"Shounen, Card Battles, Family Friendly",3.22,2016.0
10153,TV   ,Nippon Animation,"Europe, Italy, Based on a Novel",3.22,1981.0
10156,Movie,Toei Animation,"Sports, Cars, Japanese Mythology, Racing, Shorts, Supernatural, Youkai, CG Animation",3.22,2008.0
10157,TV   ,A.P.P.P.,"Sci Fi, Shounen, Androids, Non-Human Protagonists, Post-apocalyptic, Robots, Based on a Manga",3.22,1998.0
10167,Movie,MADHOUSE,"Action, Sci Fi, Marvel Comics, Superheroes, Superpowers, Based on a Comic Book",3.22,2014.0
10172,TV   ,DLE,"Comedy, Short Episodes, Based on a Movie",3.22,2016.0
10180,TV   ,Radix Ace Entertainment,"Comedy, Romance, Idols, Voice Acting, Based on a Visual Novel",3.22,2006.0
10182,TV   ,Tokyo Kids,"Action, Mecha, Combining Mecha",3.22,2004.0
10183,TV   ,MADHOUSE,"Action, Sci Fi, Shounen, Marvel Comics, Superheroes, Superpowers, Based on a Comic Book",3.22,2018.0
10188,Movie,MADHOUSE,"Adventure, Fantasy, Family Friendly, CG Animation, Original Work",3.21,2009.0
10193,TV   ,Toei Animation,"Action, Adventure, Sci Fi, Androids, Black and White, Robots",3.21,1966.0
10194,TV   ,feel.,"Drama, Romance, Astronomy, School Club, School Life, Time Travel, Based on an Eroge, Based on a Visual Novel, Nudity",3.21,2014.0
10198,TV   ,Studio Crocodile,"Adventure, Comedy, Anthropomorphic, Food Protagonists, Non-Human Protagonists, Short Episodes, Work Life, Original Work",3.21,2020.0
10199,Movie,POLYGON PICTURES,"Action, Sci Fi, Kaijuu, Military, Monsters, Tokusatsu, Based on a Movie, CG Animation",3.21,2018.0
10204,TV   ,A.P.P.P.,"Comedy, Romance, Slice of Life, Non-Human Protagonists, Shinigami, Short Episodes",3.21,1999.0
10207,Movie,TMS Entertainment,"Adventure, Fantasy, Animal Protagonists, Family Friendly, Hamsters, Non-Human Protagonists",3.21,2001.0
10213,TV   ,Winter 2002,"Comedy, Aliens, Chibi, Non-Human Protagonists, Short Episodes",3.21,2002.0
10224,TV   ,Magic Bus,"Action, Sci Fi, Outer Space, Original Work",3.21,1986.0
10225,TV   ,Eiken,"Comedy, Short Episodes",3.21,1994.0
10235,TV   ,Vega Entertainment,"Action, Adventure, Comedy, Seinen, America, Guns, Leijiverse, Western, Based on a Manga",3.21,2002.0
10239,TV   ,Production IMS,"Action, Comedy, Ecchi, Gender Bender, Parody, Superpowers, Based on a Light Novel",3.21,2014.0
10245,TV   ,Kachidoki Studio,"Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes",3.21,2016.0
10256,Movie,Magic Bus,"Action, Sci Fi, Outer Space, Space Opera, Based on a Novel, Violence",3.21,1992.0
10258,TV   ,J.C.Staff,"Adventure, Alice in Wonderland, Original Work",3.21,1998.0
10263,TV   ,Spring 2005,"Short Episodes, Stop Motion Animation",3.21,2005.0
10266,Movie,Sunrise,"Fantasy, Bears, Shorts, Original Work",3.21,2013.0
10270,TV   ,TMS Entertainment,"Comedy, Short Episodes",3.21,2009.0
10276,TV   ,Zero-G Room,"Action, Comedy, Non-Human Protagonists, School Life, Supernatural, Vampires, Based on a Manga",3.21,1997.0
10280,TV   ,OLM,"Fantasy, Card Battles, Magic",3.21,2021.0
10284,TV   ,Lerche,"Comedy, Seinen, Chibi, School Life, Short Episodes, Based on a Manga",3.21,2015.0
10287,TV   ,MAPPA,"Comedy, Shounen, Gag, School Club, School Life, Short Episodes, Based on a Manga",3.21,2013.0
10288,TV   ,MADHOUSE,"Drama, Shoujo, Sports, School Life, Tennis, Based on a Manga",3.21,1973.0
10289,TV   ,Seven,"Comedy, Seinen, Slice of Life, Iyashikei, School Life, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.21,2011.0
10291,TV   ,Pierrot,"Adventure, Fantasy, Dragons, Based on a Video Game",3.21,2008.0
10293,TV   ,Nomad,"Comedy, Drama, Harem, Romance, Panty Shots, Based on an Eroge, Based on a Visual Novel, Explicit Sex",3.21,2011.0
10295,TV   ,Tezuka Productions,"Sci Fi, Shounen, Androids, Non-Human Protagonists, Robots, Superheroes, Based on a Manga",3.21,2003.0
10298,TV   ,Studio DEEN,"Comedy, Shounen, Episodic, Exorcists, School Club, School Life, Supernatural, Based on a Manga",3.21,1997.0
10301,TV   ,Studio DEEN,"Comedy, Short Episodes, Based on a Picture Book",3.21,2015.0
10302,TV   ,Studio DEEN,"Comedy, Short Episodes, Based on a Picture Book",3.21,2015.0
10306,TV   ,Nippon Animation,"Action, Comedy, Fantasy, 17th Century, Animal Protagonists, Anthropomorphic, Dogs, Europe, France, Historical, Non-Human Protagonists, Swordplay, Based on a Novel",3.21,1981.0
10315,TV   ,Toei Animation,"Comedy, Shounen, Ninja, Based on a Manga",3.21,1967.0
10316,Movie,Toei Animation,"Fantasy, Abstract, Bears, Shorts",3.21,2003.0
10327,TV   ,Tomovies,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Coworkers, Episodic, Family Friendly, Non-Human Protagonists, Short Episodes, Work Life, Original Work",3.21,2018.0
10331,Movie,Oxybot,"Action, Fantasy, Magic, Swordplay, Based on a Video Game, CG Animation, Violence",3.21,2012.0
10332,TV   ,DandeLion Animation Studio,"Action, Proxy Battles, Robots, Tournaments",3.21,2017.0
10333,TV   ,Ashi Productions,"Action, Comedy, Sci Fi, Seinen, Androids, Non-Human Protagonists, Robots, School Life, Based on a Manga",3.21,1998.0
10334,TV   ,Pierrot,"Action, Adventure, Shounen, War, Based on a Manga, Violence",3.21,1995.0
10338,Movie,AIC,"Action, Sci Fi, Outer Space, Original Work, Nudity",3.21,1986.0
10345,TV   ,Millepensee,"Idols, Music, Showbiz, Original Work",3.21,2017.0
10349,TV   ,Studio Comet,"Fantasy, Animal Protagonists, Family Friendly, Non-Human Protagonists, Sanrio Characters",3.2,2011.0
10357,TV   ,Nippon Animedia,"Action, Adventure, Fantasy, Shounen, Family Friendly",3.2,2006.0
10360,Movie,MADHOUSE,"Adventure, Sci Fi, America, Post-apocalyptic, Based on a Light Novel, Nudity",3.2,1990.0
10361,TV   ,Sunrise,"Mecha, Sci Fi",3.2,1999.0
10363,TV   ,Doga Kobo,"Comedy, Drama, Harem, Romance, Childhood Friends, Revenge, School Life, Based on a Light Novel",3.2,2021.0
10370,Movie,MADHOUSE,"Action, Adventure, Ninja, Revenge, Violence",3.2,1985.0
10374,TV   ,Toei Animation,"Magical Girl, Shoujo, Henshin Heroes, Magic, Based on a Manga",3.2,1969.0
10377,TV   ,Studio Matrix,"Comedy, Ecchi, Romance, Boarding School, Newly Co-ed School, School Life, Based on an Eroge, Based on a Visual Novel",3.2,2003.0
10379,Movie,Triangle Staff,"Drama, Sci Fi, Military, Ocean, Submarine, Based on a Novel",3.2,1997.0
10380,TV   ,Group TAC,"Comedy, Slice of Life, Chibi, Episodic, Family Friendly, Pigs",3.2,1997.0
10382,Movie,TMS Entertainment,"Adventure, Animal Protagonists, Anthropomorphic, Non-Human Protagonists",3.2,1984.0
10384,TV   ,DLE,"Comedy, Demons, Short Episodes, Supernatural, Youkai, Flash Animation",3.2,2017.0
10385,TV   ,Eiken,"Comedy, Slice of Life, Short Episodes",3.2,1976.0
10386,TV   ,TNK,"Adventure, Comedy, Fantasy, Feudal Japan, Historical, Person in a Strange World, Rakugo, Samurai, Summoned Into Another World, Time Travel, Original Work",3.2,2006.0
10387,Movie,Yamamura Animation,"Animal Protagonists, Non-Human Protagonists, Shorts",3.2,2005.0
10396,Movie,Telecom Animation Film,"Adventure, Fantasy, Animal Protagonists, Anime Tamago, Non-Human Protagonists, Shorts, Swordplay, Original Work",3.2,2012.0
10399,Movie,Ascension,"Adventure, Comedy, Shounen, Animal Protagonists, Card Battles, Non-Human Protagonists, Shorts, Based on a Manga",3.2,2016.0
10405,Movie,Group TAC,"Animal Protagonists, Cats, Non-Human Protagonists, Based on a Picture Book",3.2,1980.0
10407,TV   ,Toei Animation,"Shounen, Sports, Hand to Hand Combat, Kickboxing, Martial Arts, Based on a Manga",3.2,1970.0
10409,TV   ,GoHands,"Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Picture Book",3.2,2009.0
10411,TV   ,Anima&Co.,"Action, Police, Original Work",3.2,2019.0
10413,TV   ,Graphinica,"Idols, Music, School Club, School Life, Transfer Students",3.2,2019.0
10414,TV   ,Studio DEEN,"Comedy, Crude, Short Episodes, Based on a Manga",3.2,1998.0
10420,TV   ,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga",3.2,2012.0
10421,TV   ,Bones,"Action, Sci Fi, America, Non-Human Protagonists, Robots, Superheroes, Original Work",3.2,2010.0
10427,TV   ,Toei Animation,"Sci Fi, Androids, Cyborgs, Military, Non-Human Protagonists, Robots, Based on a Video Game",3.2,2005.0
10432,TV   ,Tatsunoko Production,"Sci Fi, Shounen, Person in a Strange World, Police, Based on a Manga",3.2,1983.0
10434,TV   ,Tatsunoko Production,"Action, Adventure, Sci Fi, Superheroes, Superpowers, Original Work",3.2,1974.0
10435,TV   ,Bibury Animation Studios,"Action, Anthropomorphic, Military, Ocean, Ship, War, World War 2, Based on a Mobile Game",3.2,2019.0
10439,Movie,Toei Animation,"Sci Fi, Family Friendly, Monsters, Shorts, CG Animation",3.2,2006.0
10443,TV   ,Tatsunoko Production,"Action, Sci Fi, Superpowers",3.2,1979.0
10444,TV   ,Bridge,"Comedy, Slice of Life, Animal Protagonists, Family Friendly, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga",3.2,2018.0
10446,TV   ,Toei Animation,"Action, Adventure, Sci Fi, Shounen, Prehistoric, Based on a Manga",3.2,1971.0
10448,TV   ,Eiken,"Comedy, Slice of Life, Family Life, Based on a Manga",3.2,1969.0
10458,Movie,Yamamura Animation,"Abstract, No Dialogue, Shorts, Trains",3.2,1986.0
10459,TV   ,Tezuka Productions,"Sci Fi, Androids, Family Friendly, Non-Human Protagonists, Robots, Short Episodes",3.2,2015.0
10462,Movie,Toei Animation,"Drama, Fantasy, Coming of Age, Dancing, Isekai, Magic, Person in a Strange World, Summoned Into Another World, Original Work",3.2,2016.0
10466,TV   ,Gathering,"Slice of Life, Chibi, Idols, Music, Short Episodes",3.2,2017.0
10470,Movie,Toei Animation,"Fantasy, Family Friendly",3.2,1978.0
10473,Movie,Nippon Animation,"Comedy, Fantasy",3.2,1996.0
10482,TV   ,Studio DEEN,"Action, 19th Century, Swordplay, Time Travel, Based on a Mobile Game, Based on an Otome Game",3.2,2019.0
10484,TV   ,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga",3.2,2011.0
10485,TV   ,Dax Production,"19th Century, England, Europe, Historical",3.2,1979.0
10488,TV   ,Radix Ace Entertainment,"Action, Adventure, Fantasy, Shounen, Monsters, Person in a Strange World, Based on a Manga",3.2,2006.0
10494,TV   ,MADHOUSE,"Action, Seinen, Gangs, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.19,2006.0
10501,TV   ,Gathering,"Slice of Life, Chibi, Idols, Music, Short Episodes",3.2,2017.0
10505,Movie,Toei Animation,"Fantasy, Family Friendly",3.2,1978.0
10508,Movie,Nippon Animation,"Comedy, Fantasy",3.2,1996.0
10517,TV   ,Studio DEEN,"Action, 19th Century, Swordplay, Time Travel, Based on a Mobile Game, Based on an Otome Game",3.2,2019.0
10519,TV   ,Shogakukan Music & Digital Entertainment,"Shounen, Card Battles, Family Friendly, Based on a Manga",3.2,2011.0
10520,TV   ,Dax Production,"19th Century, England, Europe, Historical",3.2,1979.0
10523,TV   ,Radix Ace Entertainment,"Action, Adventure, Fantasy, Shounen, Monsters, Person in a Strange World, Based on a Manga",3.2,2006.0
10529,TV   ,MADHOUSE,"Action, Seinen, Gangs, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.19,2006.0
10542,TV   ,DLE,"Comedy, Animal Protagonists, Birds, Non-Human Protagonists, Penguins, Short Episodes",3.19,2016.0
10551,TV   ,OLM,"Drama, Sci Fi, Shounen, Doctors, Human Experimentation, Medical, Orphans, Based on a Manga, Violence",3.19,2006.0
10552,TV   ,Sunrise,"Action, Adventure, Mecha, Sci Fi, Aliens, Combining Mecha, Outer Space",3.19,1973.0
10558,TV   ,Millepensee,"Comedy, Shounen, Gag, School Club, School Life, Short Episodes, Based on a Manga",3.19,2016.0
10561,Movie,MADHOUSE,"Action, Sci Fi, Based on a Novel",3.19,1984.0
10565,Movie,Tezuka Productions,"Historical, Samurai, Shorts, Swordplay, Original Work",3.19,1987.0
10570,TV   ,J.C.Staff,"Action, Adventure, Ecchi, Fantasy, Mecha, Gender Bender, Medieval, Person in a Strange World",3.19,1997.0
10572,TV   ,Viewworks,"Action, Fantasy, Mecha, Based on an Eroge, Based on a Visual Novel",3.19,2006.0
10584,TV   ,A-1 Pictures,"Adventure, Drama, Sci Fi, Europe, Italy, noitaminA, Original Work",3.19,2013.0
10585,TV   ,DLE,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Non-Human Protagonists, Based on a Video Game",3.19,2011.0
10587,TV   ,TMS Entertainment,"Action, Shounen, Card Battles, Family Friendly, Based on a Card Game",3.19,2008.0
10590,TV   ,MADHOUSE,"BL, Shounen-ai, Reincarnation, Samurai, Supernatural, Based on a Light Novel",3.19,2002.0
10591,TV   ,Nippon Animation,"Adventure, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Based on a Novel",3.19,1987.0
10592,TV   ,Group TAC,"Action, Fantasy, Person in a Strange World",3.19,1999.0
10598,TV   ,Sunrise,"Action, Fantasy, Mecha, Sci Fi, Original Work",3.19,1984.0
10599,TV   ,Gathering,"Comedy, Crude, Short Episodes, Based on a Manga, Flash Animation, Nudity",3.19,2011.0
10600,Movie,Toei Animation,"Action, Drama, Sci Fi, Military, Political, War, Original Work",3.19,1982.0
10602,TV   ,Tokyo Kids,"Action, Horror, Supernatural, Superpowers, Based on an Eroge, Based on a Visual Novel",3.19,2007.0
10603,TV   ,Nippon Animation,"Action, Sci Fi, Shounen, Black and White, Cyborgs, Police, Superheroes, Based on a Manga",3.19,1963.0
10605,TV   ,AIC Spirits,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic",3.19,2006.0
10626,TV   ,Studio Houkiboshi,"BL, Fantasy, Romance, Yaoi, Assassins, Demon King, Demons, Interspecies Relationship, Isekai, Non-Human Protagonists, Person in a Strange World, Short Episodes, Trapped in a Video Game, Based on a Manga",3.19,2021.0
10629,TV   ,GONZO,"Action, Comedy, Mecha, Sci Fi, Parody, Real Robot, Short Episodes, Transforming Mecha, Based on a Manga",3.19,2018.0
10630,TV   ,A-1 Pictures,"Action, Fantasy, Aviation, Contemporary Fantasy, Military, Norse Mythology, Original Work",3.19,2020.0
10635,TV   ,Lesprit,"Comedy, Slice of Life, Animal Protagonists, Family Friendly, Iyashikei, Non-Human Protagonists, Short Episodes",3.19,2020.0
10643,TV   ,GAINAX,"Fantasy, Magical Girl, Henshin Heroes, Magic, Promotional, Original Work",3.19,2015.0
10648,Movie,Toei Animation,"Action, Sci Fi, Shounen, Cyborgs, Robots, Based on a Manga",3.19,1967.0
10653,TV   ,Tokyo Kids,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen, Magic, Panty Shots, Based on a Manga",3.19,2006.0
10654,Movie,Toei Animation,"Drama, Romance, America, Based on a Novel",3.19,1992.0
10655,TV   ,LIDEN FILMS,"Comedy, Shounen, Slice of Life, Iyashikei, School Life, Short Episodes, Based on a Manga",3.19,2013.0
10656,TV   ,Nippon Animation,"Adventure, Animal Protagonists, Bears, Family Friendly, Forest, Jungle, Non-Human Protagonists, Orphans, Based on a Novel",3.19,1989.0
10658,TV   ,Artland,"Harem, Magic, School Life, Based on an Eroge, Based on a Visual Novel",3.19,2006.0
10664,TV   ,Nippon Animation,"Comedy, Fantasy, Shounen, Gag, Island, Based on a Manga",3.19,2003.0
10673,TV   ,DLE,"Comedy, Demons, Short Episodes, Supernatural",3.18,2018.0
10676,Movie,Kaname Productions,"Fantasy, Melancholy, Star-Crossed Lovers, War, Original Work",3.18,1986.0
10677,TV   ,TMS Entertainment,"Sports, Baseball, Based on a Manga",3.18,1973.0
10679,Movie,Triangle Staff,"Comedy, Aliens, Non-Human Protagonists, Superpowers",3.18,1997.0
10682,TV   ,Bones,"Action, Mystery, Shounen, Cyborgs, Monsters, Supernatural, Based on a Manga, Violence",3.18,2007.0
10683,Movie,Toei Animation,"Action, Adventure, Fantasy, Forest, Magic, Ninja",3.18,1959.0
10684,TV   ,Toei Animation,"Action, Sports, Cars, Racing, Tournaments, Original Work",3.18,1977.0
10686,TV   ,ILCA,"Horror, Episodic, Short Episodes, Supernatural, Urban Legend, Original Work",3.18,2018.0
10699,TV   ,Studio Comet,"Magical Girl, Romance, Shoujo, Henshin Heroes, Magic, School Life, Based on a Manga",3.18,2001.0
10702,TV   ,SATELIGHT,"Comedy, Fantasy, Magical Girl, Romance, Shoujo, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Based on a Manga",3.18,2009.0
10704,TV   ,Mushi Production,"Shounen, Africa, Animal Protagonists, Cats, Family Friendly, Forest, Jungle, Non-Human Protagonists, Based on a Manga",3.18,1965.0
10706,TV   ,Tokyo Kids,"Fantasy, Angels, Non-Human Protagonists, Original Work",3.18,2003.0
10707,TV   ,Magic Bus,"Action, Drama, Assassins",3.18,1998.0
10710,TV   ,GONZO,"Action, Sci Fi, Based on a Video Game, Violence",3.18,2019.0
10712,TV   ,XEBEC,"Ecchi, Fantasy, Harem, Shounen, Contemporary Fantasy, Newly Co-ed School, School Life, Superpowers, Urban Fantasy, Based on a Manga, Nudity",3.18,2014.0
10717,TV   ,OLM,"Comedy, Fantasy, Chibi, Gods, Magic, Non-Human Protagonists, Short Episodes, Based on a Manga",3.18,1998.0
10719,TV   ,SATELIGHT,"Action, Mecha, Sci Fi, Conspiracy, Historical, Original Work",3.18,2014.0
10723,TV   ,Group TAC,"Slice of Life, Animal Protagonists, Cats, Dogs, Family Friendly, Non-Human Protagonists, Pets",3.18,1994.0
10724,TV   ,Group TAC,"Feudal Japan, Historical, Ninja, War",3.18,2005.0
10725,TV   ,Sunrise,"Action, Sci Fi, Shounen, Monster-of-the-week, Monsters, Superheroes, Superpowers, Based on a TV Series",3.18,1979.0
10730,TV   ,Sunrise,"Comedy, Prehistoric",3.18,1975.0
10732,TV   ,Nippon Animation,"Adventure, Animal Protagonists, Anthropomorphic, Family Friendly, Insects, Non-Human Protagonists, Based on a Novel",3.18,1982.0
10735,TV   ,Zexcs,"Comedy, Drama, Harem, Slice of Life, Island, Lifestyle Change, Based on a Light Novel",3.18,2001.0
10737,TV   ,ufotable,"Action, Drama, Assassins, School Life",3.18,2002.0
10740,TV   ,Tokyo Kids,"Comedy, Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists",3.18,2006.0
10741,TV   ,MADHOUSE,"Action, Marvel Comics, Psychic Powers, Superheroes, Superpowers, Based on a Comic Book",3.18,2011.0
10746,TV   ,PRA,"Slice of Life, Idols, Music, Showbiz",3.18,2017.0
10755,TV   ,Haoliners Animation League,"Comedy, Ecchi, Fantasy, Seinen, Slice of Life, Animal Characteristics, Centaurs, Contemporary Fantasy, Monster Girls, Monsters, Monster School, Non-Human Protagonists, School Life, Urban Fantasy, Based on a Manga, Nudity",3.18,2017.0
10762,Movie,Yamamura Animation,"Fantasy, Rakugo, Shorts",3.18,2002.0
10763,TV   ,Nippon Animation,"Drama, Slice of Life, Countryside, Europe, Historical, Switzerland, World Masterpiece Theater, Based on a Novel",3.18,1983.0
10766,TV   ,E&G Films,"Action, Guns, Mercenaries, Police, Based on a Manga, Sexual Content,, Violence",3.18,2002.0
10767,Movie,Group TAC,"Animal Protagonists, Cats, Non-Human Protagonists, Based on a Picture Book",3.18,1986.0
10769,TV   ,TNK,"Action, Drama, Conspiracy, Original Work",3.18,2003.0
